选词方式	数据日期	关键词	城市	qv	sug占比	top1占比	top3占比	top5占比	top9占比	fold点击占比	qc点击占比	qr点击占比	citylist点击占比	结果数	是否折叠	折叠位置	是否城市跳转	结果城市	城市跳转类型	是否纠错	纠错类型	是否Geo	检索类型	map检索链接
top	201703080000~201703082359	美食	北京市	3499	0.71%	0	0	0	0	0	0	0	0	507	N	-1	N	11	null	N	null	N	tag	http://map.qq.com/?w=%E7%BE%8E%E9%A3%9F&c=%E5%8C%97%E4%BA%AC%E5%B8%82
top	201703080000~201703082359	室内检索poi	北京市	2526	0.0%	0	0	0	0	0	0	0	0	1417	N	-1	N	11	null	N	null	N	exact	http://map.qq.com/?w=%E5%AE%A4%E5%86%85%E6%A3%80%E7%B4%A2poi&c=%E5%8C%97%E4%BA%AC%E5%B8%82
top	201703080000~201703082359	酒店	北京市	1937	1.76%	0	0	0	0	0	0	0	0	121	N	-1	N	11	null	N	null	N	tag	http://map.qq.com/?w=%E9%85%92%E5%BA%97&c=%E5%8C%97%E4%BA%AC%E5%B8%82
top	201703080000~201703082359	美食	广州	1913	0.47%	0	0	0	0	0	0	0	0	1189	N	-1	N	4401	null	N	null	N	tag	http://map.qq.com/?w=%E7%BE%8E%E9%A3%9F&c=%E5%B9%BF%E5%B7%9E
top	201703080000~201703082359	室内检索poi	深圳	1781	0.0%	0	0	0	0	0.0%	0	0	0	1279	N	-1	N	4403	null	N	null	N	exact	http://map.qq.com/?w=%E5%AE%A4%E5%86%85%E6%A3%80%E7%B4%A2poi&c=%E6%B7%B1%E5%9C%B3
top	201703080000~201703082359	酒店	广州	1613	1.49%	0	0	0	0	0	0	0	0	36	N	-1	N	4401	null	N	null	N	tag	http://map.qq.com/?w=%E9%85%92%E5%BA%97&c=%E5%B9%BF%E5%B7%9E
top	201703080000~201703082359	美食	上海市	1598	0.31%	0	0	0	0	0	0	0	0	1002	N	-1	N	31	null	N	null	N	tag	http://map.qq.com/?w=%E7%BE%8E%E9%A3%9F&c=%E4%B8%8A%E6%B5%B7%E5%B8%82
top	201703080000~201703082359	美食	深圳	1589	0.13%	0	0	0	0	0	0	0	0	1286	N	-1	N	4403	null	N	null	N	tag	http://map.qq.com/?w=%E7%BE%8E%E9%A3%9F&c=%E6%B7%B1%E5%9C%B3
top	201703080000~201703082359	室内检索poi	上海市	1400	0.0%	0	0	0	0	0	0	0	0	0	N	-1	N	31	null	N	null	N	exact	http://map.qq.com/?w=%E5%AE%A4%E5%86%85%E6%A3%80%E7%B4%A2poi&c=%E4%B8%8A%E6%B5%B7%E5%B8%82
top	201703080000~201703082359	室内检索poi	广州	1396	0.0%	0	0	0	0	0	0	0	0	1343	N	-1	N	4401	null	N	null	N	exact	http://map.qq.com/?w=%E5%AE%A4%E5%86%85%E6%A3%80%E7%B4%A2poi&c=%E5%B9%BF%E5%B7%9E
top	201703080000~201703082359	广州南站	广州	1296	86.96%	0	0	0	0	0.0%	0	0	0	2089	Y	3	N	4401	null	N	null	N	exact	http://map.qq.com/?w=%E5%B9%BF%E5%B7%9E%E5%8D%97%E7%AB%99&c=%E5%B9%BF%E5%B7%9E
top	201703080000~201703082359	酒店	上海市	1259	0.71%	0	0	0	0	0	0	0	0	2500	N	-1	N	31	null	N	null	N	tag	http://map.qq.com/?w=%E9%85%92%E5%BA%97&c=%E4%B8%8A%E6%B5%B7%E5%B8%82
top	201703080000~201703082359	美食	成都	1244	0.24%	0	0	0	0	0	0	0	0	2499	N	-1	N	5101	null	N	null	N	tag	http://map.qq.com/?w=%E7%BE%8E%E9%A3%9F&c=%E6%88%90%E9%83%BD
top	201703080000~201703082359	酒店	深圳	1230	0.98%	0	0	0	0	0	0	0	0	43	N	-1	N	4403	null	N	null	N	tag	http://map.qq.com/?w=%E9%85%92%E5%BA%97&c=%E6%B7%B1%E5%9C%B3
top	201703080000~201703082359	快捷酒店	北京市	1130	2.57%	0	0	0	0	0	0	0	0	21	N	-1	N	11	null	N	null	N	tag	http://map.qq.com/?w=%E5%BF%AB%E6%8D%B7%E9%85%92%E5%BA%97&c=%E5%8C%97%E4%BA%AC%E5%B8%82
top	201703080000~201703082359	地铁站	北京市	1090	34.77%	0	0	0	0	0	0	0	0	41	N	-1	N	11	null	N	null	N	tag	http://map.qq.com/?w=%E5%9C%B0%E9%93%81%E7%AB%99&c=%E5%8C%97%E4%BA%AC%E5%B8%82
top	201703080000~201703082359	????poi	中国	1054	0.0%	0	0	0	0	0	0	0	0	0	N	-1	N	0	null	N	null	N	exact	http://map.qq.com/?w=%3F%3F%3F%3Fpoi&c=%E4%B8%AD%E5%9B%BD
top	201703080000~201703082359	北京西站	北京市	1049	85.99%	0	0	0	0	0.0%	0	0	0	1395	Y	4	N	11	null	N	null	N	exact	http://map.qq.com/?w=%E5%8C%97%E4%BA%AC%E8%A5%BF%E7%AB%99&c=%E5%8C%97%E4%BA%AC%E5%B8%82
top	201703080000~201703082359	酒店	成都	995	0.9%	0	0	0	0	0	0	0	0	10	N	-1	N	5101	null	N	null	N	tag	http://map.qq.com/?w=%E9%85%92%E5%BA%97&c=%E6%88%90%E9%83%BD
top	201703080000~201703082359	加油站	北京市	994	11.47%	0	0	0	0	0	0	0	0	30	N	-1	N	11	null	N	null	N	tag	http://map.qq.com/?w=%E5%8A%A0%E6%B2%B9%E7%AB%99&c=%E5%8C%97%E4%BA%AC%E5%B8%82
top	201703080000~201703082359	景点	北京市	961	0.42%	0	0	0	0	0.0%	0	0	0	0	N	-1	N	11	null	N	null	N	tag	http://map.qq.com/?w=%E6%99%AF%E7%82%B9&c=%E5%8C%97%E4%BA%AC%E5%B8%82
top	201703080000~201703082359	地铁站	广州	960	37.6%	0	0	0	0	0	0	0	0	800	N	-1	N	4401	null	N	null	N	tag	http://map.qq.com/?w=%E5%9C%B0%E9%93%81%E7%AB%99&c=%E5%B9%BF%E5%B7%9E
top	201703080000~201703082359	深圳北站	深圳	937	87.19%	0	0	0	0	0	0	0	0	1573	N	-1	N	4403	null	N	null	N	exact	http://map.qq.com/?w=%E6%B7%B1%E5%9C%B3%E5%8C%97%E7%AB%99&c=%E6%B7%B1%E5%9C%B3
top	201703080000~201703082359	美食	重庆市	934	0.21%	0	0	0	0	0	0	0	0	322	N	-1	N	50	null	N	null	N	tag	http://map.qq.com/?w=%E7%BE%8E%E9%A3%9F&c=%E9%87%8D%E5%BA%86%E5%B8%82
top	201703080000~201703082359	景点	上海市	927	1.73%	0	0	0	0	0.0%	0	0	0	1500	N	-1	N	31	null	N	null	N	tag	http://map.qq.com/?w=%E6%99%AF%E7%82%B9&c=%E4%B8%8A%E6%B5%B7%E5%B8%82
top	201703080000~201703082359	美食	苏州	914	0.55%	0	0	0	0	0	0	0	0	464	N	-1	N	3205	null	N	null	N	tag	http://map.qq.com/?w=%E7%BE%8E%E9%A3%9F&c=%E8%8B%8F%E5%B7%9E
top	201703080000~201703082359	公交站	北京市	907	3.97%	0	0	0	0	0	0	0	0	14	N	-1	N	11	null	N	null	N	tag	http://map.qq.com/?w=%E5%85%AC%E4%BA%A4%E7%AB%99&c=%E5%8C%97%E4%BA%AC%E5%B8%82
top	201703080000~201703082359	网吧	北京市	879	26.62%	0	0	0	0	0	0	0	0	40	N	-1	N	11	null	N	null	N	tag	http://map.qq.com/?w=%E7%BD%91%E5%90%A7&c=%E5%8C%97%E4%BA%AC%E5%B8%82
top	201703080000~201703082359	超市	北京市	860	10.35%	0	0	0	0	0	0	0	0	43	N	-1	N	11	null	N	null	N	tag	http://map.qq.com/?w=%E8%B6%85%E5%B8%82&c=%E5%8C%97%E4%BA%AC%E5%B8%82
top	201703080000~201703082359	加油站	深圳	843	10.68%	0	0	0	0	0	0	0	0	310	N	-1	N	4403	null	N	null	N	tag	http://map.qq.com/?w=%E5%8A%A0%E6%B2%B9%E7%AB%99&c=%E6%B7%B1%E5%9C%B3
top	201703080000~201703082359	景点	成都	821	0.12%	0	0	0	0	0	0	0	0	1495	N	-1	N	5101	null	N	null	N	tag	http://map.qq.com/?w=%E6%99%AF%E7%82%B9&c=%E6%88%90%E9%83%BD
top	201703080000~201703082359	网吧	广州	807	24.91%	0	0	0	0	0	0	0	0	14	N	-1	N	4401	null	N	null	N	tag	http://map.qq.com/?w=%E7%BD%91%E5%90%A7&c=%E5%B9%BF%E5%B7%9E
top	201703080000~201703082359	广州白云国际机场	广州	803	90.41%	0	0	0	0	0.0%	0	0	0	1046	Y	4	N	4401	null	N	null	N	exact	http://map.qq.com/?w=%E5%B9%BF%E5%B7%9E%E7%99%BD%E4%BA%91%E5%9B%BD%E9%99%85%E6%9C%BA%E5%9C%BA&c=%E5%B9%BF%E5%B7%9E
top	201703080000~201703082359	地铁站	上海市	799	27.28%	0	0	0	0	0	0	0	0	301	N	-1	N	31	null	N	null	N	tag	http://map.qq.com/?w=%E5%9C%B0%E9%93%81%E7%AB%99&c=%E4%B8%8A%E6%B5%B7%E5%B8%82
top	201703080000~201703082359	旅馆	北京市	797	6.15%	0	0	0	0	0	0	0	0	20	N	-1	N	11	null	N	null	N	tag	http://map.qq.com/?w=%E6%97%85%E9%A6%86&c=%E5%8C%97%E4%BA%AC%E5%B8%82
top	201703080000~201703082359	地铁站	深圳	796	34.55%	0	0	0	0	0	0	0	0	14	N	-1	N	4403	null	N	null	N	tag	http://map.qq.com/?w=%E5%9C%B0%E9%93%81%E7%AB%99&c=%E6%B7%B1%E5%9C%B3
top	201703080000~201703082359	美食	佛山	794	0.63%	0	0	0	0	0	0	0	0	859	N	-1	N	4406	null	N	null	N	tag	http://map.qq.com/?w=%E7%BE%8E%E9%A3%9F&c=%E4%BD%9B%E5%B1%B1
top	201703080000~201703082359	景点	广州	787	0.64%	0	0	0	0	0.0%	0	0	0	0	N	-1	N	4401	null	N	null	N	tag	http://map.qq.com/?w=%E6%99%AF%E7%82%B9&c=%E5%B9%BF%E5%B7%9E
top	201703080000~201703082359	美食	东莞	786	0.38%	0	0	0	0	0	0	0	0	455	N	-1	N	4419	null	N	null	N	tag	http://map.qq.com/?w=%E7%BE%8E%E9%A3%9F&c=%E4%B8%9C%E8%8E%9E
top	201703080000~201703082359	公交站	广州	776	3.87%	0	0	0	0	0	0	0	0	27	N	-1	N	4401	null	N	null	N	tag	http://map.qq.com/?w=%E5%85%AC%E4%BA%A4%E7%AB%99&c=%E5%B9%BF%E5%B7%9E
top	201703080000~201703082359	银行	北京市	757	4.1%	0	0	0	0	0	0	0	0	37	N	-1	N	11	null	N	null	N	tag	http://map.qq.com/?w=%E9%93%B6%E8%A1%8C&c=%E5%8C%97%E4%BA%AC%E5%B8%82
top	201703080000~201703082359	美食	西安	755	0.4%	0	0	0	0	0	0	0	0	1499	N	-1	N	6101	null	N	null	N	tag	http://map.qq.com/?w=%E7%BE%8E%E9%A3%9F&c=%E8%A5%BF%E5%AE%89
top	201703080000~201703082359	景点	深圳	739	0.81%	0	0	0	0	0	0	0	0	2	N	-1	N	4403	null	N	null	N	tag	http://map.qq.com/?w=%E6%99%AF%E7%82%B9&c=%E6%B7%B1%E5%9C%B3
top	201703080000~201703082359	北京南站	北京市	736	79.21%	0	0	0	0	0.0%	0	0	0	2188	Y	5	N	11	null	N	null	N	exact	http://map.qq.com/?w=%E5%8C%97%E4%BA%AC%E5%8D%97%E7%AB%99&c=%E5%8C%97%E4%BA%AC%E5%B8%82
top	201703080000~201703082359	室内检索poi	佛山	734	0.0%	0	0	0	0	0	0	0	0	1333	N	-1	N	4406	null	N	null	N	exact	http://map.qq.com/?w=%E5%AE%A4%E5%86%85%E6%A3%80%E7%B4%A2poi&c=%E4%BD%9B%E5%B1%B1
top	201703080000~201703082359	银行	深圳	733	6.55%	0	0	0	0	0	0	0	0	17	N	-1	N	4403	null	N	null	N	tag	http://map.qq.com/?w=%E9%93%B6%E8%A1%8C&c=%E6%B7%B1%E5%9C%B3
top	201703080000~201703082359	加油站	广州	732	10.79%	0	0	0	0	0	0	0	0	22	N	-1	N	4401	null	N	null	N	tag	http://map.qq.com/?w=%E5%8A%A0%E6%B2%B9%E7%AB%99&c=%E5%B9%BF%E5%B7%9E
top	201703080000~201703082359	室内检索poi	苏州	712	0.0%	0	0	0	0	0	0	0	0	1378	N	-1	N	3205	null	N	null	N	exact	http://map.qq.com/?w=%E5%AE%A4%E5%86%85%E6%A3%80%E7%B4%A2poi&c=%E8%8B%8F%E5%B7%9E
top	201703080000~201703082359	洗浴足疗	广州	709	4.09%	0	0	0	0	0	0	0	0	76	N	-1	N	4401	null	N	null	N	tag	http://map.qq.com/?w=%E6%B4%97%E6%B5%B4%E8%B6%B3%E7%96%97&c=%E5%B9%BF%E5%B7%9E
top	201703080000~201703082359	美食	武汉	704	0.43%	0	0	0	0	0	0	0	0	1500	N	-1	N	4201	null	N	null	N	tag	http://map.qq.com/?w=%E7%BE%8E%E9%A3%9F&c=%E6%AD%A6%E6%B1%89
top	201703080000~201703082359	杭州东站	杭州	672	85.57%	0	0	0	0	0.0%	0	0	0	405	Y	2	N	3301	null	N	null	N	exact	http://map.qq.com/?w=%E6%9D%AD%E5%B7%9E%E4%B8%9C%E7%AB%99&c=%E6%9D%AD%E5%B7%9E
top	201703080000~201703082359	银行	广州	667	5.1%	0	0	0	0	0	0	0	0	91	N	-1	N	4401	null	N	null	N	tag	http://map.qq.com/?w=%E9%93%B6%E8%A1%8C&c=%E5%B9%BF%E5%B7%9E
top	201703080000~201703082359	美食	天津	665	0.6%	0	0	0	0	0	0	0	0	764	N	-1	N	12	null	N	null	N	tag	http://map.qq.com/?w=%E7%BE%8E%E9%A3%9F&c=%E5%A4%A9%E6%B4%A5
top	201703080000~201703082359	酒店	西安	651	0.61%	0	0	0	0	0	0	0	0	150	N	-1	N	6101	null	N	null	N	tag	http://map.qq.com/?w=%E9%85%92%E5%BA%97&c=%E8%A5%BF%E5%AE%89
top	201703080000~201703082359	网吧	深圳	648	24.69%	0	0	0	0	0	0	0	0	32	N	-1	N	4403	null	N	null	N	tag	http://map.qq.com/?w=%E7%BD%91%E5%90%A7&c=%E6%B7%B1%E5%9C%B3
top	201703080000~201703082359	酒吧	杭州	645	2.33%	0	0	0	0	0	0	0	0	871	N	-1	N	3301	null	N	null	N	tag	http://map.qq.com/?w=%E9%85%92%E5%90%A7&c=%E6%9D%AD%E5%B7%9E
top	201703080000~201703082359	加油站	成都	636	19.34%	0	0	0	0	0	0	0	0	856	N	-1	N	5101	null	N	null	N	tag	http://map.qq.com/?w=%E5%8A%A0%E6%B2%B9%E7%AB%99&c=%E6%88%90%E9%83%BD
top	201703080000~201703082359	美食	杭州	635	0.47%	0	0	0	0	0	0	0	0	354	N	-1	N	3301	null	N	null	N	tag	http://map.qq.com/?w=%E7%BE%8E%E9%A3%9F&c=%E6%9D%AD%E5%B7%9E
top	201703080000~201703082359	酒店	苏州	631	1.74%	0	0	0	0	0	0	0	0	70	N	-1	N	3205	null	N	null	N	tag	http://map.qq.com/?w=%E9%85%92%E5%BA%97&c=%E8%8B%8F%E5%B7%9E
top	201703080000~201703082359	美食	郑州	606	0.17%	0	0	0	0	0	0	0	0	115	N	-1	N	4101	null	N	null	N	tag	http://map.qq.com/?w=%E7%BE%8E%E9%A3%9F&c=%E9%83%91%E5%B7%9E
top	201703080000~201703082359	旅馆	深圳	605	3.14%	0	0	0	0	0	0	0	0	330	N	-1	N	4403	null	N	null	N	tag	http://map.qq.com/?w=%E6%97%85%E9%A6%86&c=%E6%B7%B1%E5%9C%B3
top	201703080000~201703082359	公交站	上海市	604	2.15%	0	0	0	0	0	0	0	0	57	N	-1	N	31	null	N	null	N	tag	http://map.qq.com/?w=%E5%85%AC%E4%BA%A4%E7%AB%99&c=%E4%B8%8A%E6%B5%B7%E5%B8%82
top	201703080000~201703082359	北京站	北京市	603	78.61%	0	0	0	0	0.0%	0	0	0	1443	Y	8	N	11	null	N	null	N	exact	http://map.qq.com/?w=%E5%8C%97%E4%BA%AC%E7%AB%99&c=%E5%8C%97%E4%BA%AC%E5%B8%82
top	201703080000~201703082359	景点	西安	601	2.83%	0	0	0	0	0.0%	0	0	0	0	N	-1	N	6101	null	N	null	N	tag	http://map.qq.com/?w=%E6%99%AF%E7%82%B9&c=%E8%A5%BF%E5%AE%89
top	201703080000~201703082359	深圳宝安国际机场	深圳	589	86.42%	0	0	0	0	0.0%	0	0	0	1468	Y	3	N	4403	null	N	null	N	exact	http://map.qq.com/?w=%E6%B7%B1%E5%9C%B3%E5%AE%9D%E5%AE%89%E5%9B%BD%E9%99%85%E6%9C%BA%E5%9C%BA&c=%E6%B7%B1%E5%9C%B3
top	201703080000~201703082359	室内检索poi	武汉	580	0.0%	0	0	0	0	0	0	0	0	1375	N	-1	N	4201	null	N	null	N	exact	http://map.qq.com/?w=%E5%AE%A4%E5%86%85%E6%A3%80%E7%B4%A2poi&c=%E6%AD%A6%E6%B1%89
top	201703080000~201703082359	atm	深圳	579	6.39%	0	0	0	0	0	0	0	0	26	N	-1	N	4403	null	N	null	N	tag	http://map.qq.com/?w=atm&c=%E6%B7%B1%E5%9C%B3
top	201703080000~201703082359	atm	广州	579	5.01%	0	0	0	0	0	0	0	0	345	N	-1	N	4401	null	N	null	N	tag	http://map.qq.com/?w=atm&c=%E5%B9%BF%E5%B7%9E
top	201703080000~201703082359	加油站	上海市	579	7.25%	0	0	0	0	0	0	0	0	25	N	-1	N	31	null	N	null	N	tag	http://map.qq.com/?w=%E5%8A%A0%E6%B2%B9%E7%AB%99&c=%E4%B8%8A%E6%B5%B7%E5%B8%82
top	201703080000~201703082359	室内检索poi	东莞	576	0.0%	0	0	0	0	0	0	0	0	1367	N	-1	N	4419	null	N	null	N	exact	http://map.qq.com/?w=%E5%AE%A4%E5%86%85%E6%A3%80%E7%B4%A2poi&c=%E4%B8%9C%E8%8E%9E
top	201703080000~201703082359	加油站	苏州	573	14.83%	0	0	0	0	0	0	0	0	13	N	-1	N	3205	null	N	null	N	tag	http://map.qq.com/?w=%E5%8A%A0%E6%B2%B9%E7%AB%99&c=%E8%8B%8F%E5%B7%9E
top	201703080000~201703082359	酒店	重庆市	572	0.52%	0	0	0	0	0	0	0	0	167	N	-1	N	50	null	N	null	N	tag	http://map.qq.com/?w=%E9%85%92%E5%BA%97&c=%E9%87%8D%E5%BA%86%E5%B8%82
top	201703080000~201703082359	酒店	杭州	569	0.35%	0	0	0	0	0	0	0	0	551	N	-1	N	3301	null	N	null	N	tag	http://map.qq.com/?w=%E9%85%92%E5%BA%97&c=%E6%9D%AD%E5%B7%9E
top	201703080000~201703082359	天安门广场	北京市	567	94.18%	0	0	0	0	0.0%	0	0	0	82	Y	7	N	11	null	N	null	N	exact	http://map.qq.com/?w=%E5%A4%A9%E5%AE%89%E9%97%A8%E5%B9%BF%E5%9C%BA&c=%E5%8C%97%E4%BA%AC%E5%B8%82
top	201703080000~201703082359	公交站	深圳	564	6.38%	0	0	0	0	0	0	0	0	197	N	-1	N	4403	null	N	null	N	tag	http://map.qq.com/?w=%E5%85%AC%E4%BA%A4%E7%AB%99&c=%E6%B7%B1%E5%9C%B3
top	201703080000~201703082359	室内检索poi	南京市	562	0.0%	0	0	0	0	0	0	0	0	1341	N	-1	N	3201	null	N	null	N	exact	http://map.qq.com/?w=%E5%AE%A4%E5%86%85%E6%A3%80%E7%B4%A2poi&c=%E5%8D%97%E4%BA%AC%E5%B8%82
top	201703080000~201703082359	室内检索poi	成都	561	0.0%	0	0	0	0	0.0%	0	0	0	1384	N	-1	N	5101	null	N	null	N	exact	http://map.qq.com/?w=%E5%AE%A4%E5%86%85%E6%A3%80%E7%B4%A2poi&c=%E6%88%90%E9%83%BD
top	201703080000~201703082359	酒店	郑州	555	1.26%	0	0	0	0	0	0	0	0	191	N	-1	N	4101	null	N	null	N	tag	http://map.qq.com/?w=%E9%85%92%E5%BA%97&c=%E9%83%91%E5%B7%9E
top	201703080000~201703082359	网吧	上海市	555	25.59%	0	0	0	0	0	0	0	0	2500	N	-1	N	31	null	N	null	N	tag	http://map.qq.com/?w=%E7%BD%91%E5%90%A7&c=%E4%B8%8A%E6%B5%B7%E5%B8%82
top	201703080000~201703082359	美食	昆明	552	0.54%	0	0	0	0	0	0	0	0	2509	N	-1	N	5301	null	N	null	N	tag	http://map.qq.com/?w=%E7%BE%8E%E9%A3%9F&c=%E6%98%86%E6%98%8E
top	201703080000~201703082359	快餐	北京市	537	2.79%	0	0	0	0	0	0	0	0	74	N	-1	N	11	null	N	null	N	tag	http://map.qq.com/?w=%E5%BF%AB%E9%A4%90&c=%E5%8C%97%E4%BA%AC%E5%B8%82
top	201703080000~201703082359	酒店	武汉	535	0.19%	0	0	0	0	0	0	0	0	39	N	-1	N	4201	null	N	null	N	tag	http://map.qq.com/?w=%E9%85%92%E5%BA%97&c=%E6%AD%A6%E6%B1%89
top	201703080000~201703082359	美食	沈阳	528	0.38%	0	0	0	0	0	0	0	0	644	N	-1	N	2101	null	N	null	N	tag	http://map.qq.com/?w=%E7%BE%8E%E9%A3%9F&c=%E6%B2%88%E9%98%B3
top	201703080000~201703082359	西湖风景名胜区	杭州	527	94.12%	0	0	0	0	0.0%	0	0	0	1450	Y	1	N	3301	null	N	null	N	exact	http://map.qq.com/?w=%E8%A5%BF%E6%B9%96%E9%A3%8E%E6%99%AF%E5%90%8D%E8%83%9C%E5%8C%BA&c=%E6%9D%AD%E5%B7%9E
top	201703080000~201703082359	美食	长春	526	0.57%	0	0	0	0	0	0	0	0	462	N	-1	N	2201	null	N	null	N	tag	http://map.qq.com/?w=%E7%BE%8E%E9%A3%9F&c=%E9%95%BF%E6%98%A5
top	201703080000~201703082359	长沙南站	长沙	514	91.05%	0	0	0	0	0.0%	0	0	0	1564	Y	6	N	4301	null	N	null	N	exact	http://map.qq.com/?w=%E9%95%BF%E6%B2%99%E5%8D%97%E7%AB%99&c=%E9%95%BF%E6%B2%99
top	201703080000~201703082359	美食	青岛	508	0.2%	0	0	0	0	0	0	0	0	54	N	-1	N	3702	null	N	null	N	tag	http://map.qq.com/?w=%E7%BE%8E%E9%A3%9F&c=%E9%9D%92%E5%B2%9B
top	201703080000~201703082359	快捷酒店	上海市	507	2.56%	0	0	0	0	0	0	0	0	237	N	-1	N	31	null	N	null	N	tag	http://map.qq.com/?w=%E5%BF%AB%E6%8D%B7%E9%85%92%E5%BA%97&c=%E4%B8%8A%E6%B5%B7%E5%B8%82
top	201703080000~201703082359	南京南站	南京市	501	84.43%	0	0	0	0	0.0%	0	0	0	1875	Y	4	N	3201	null	N	null	N	exact	http://map.qq.com/?w=%E5%8D%97%E4%BA%AC%E5%8D%97%E7%AB%99&c=%E5%8D%97%E4%BA%AC%E5%B8%82
top	201703080000~201703082359	加油站	长沙	500	11.8%	0	0	0	0	0	0	0	0	26	N	-1	N	4301	null	N	null	N	tag	http://map.qq.com/?w=%E5%8A%A0%E6%B2%B9%E7%AB%99&c=%E9%95%BF%E6%B2%99
top	201703080000~201703082359	酒店	厦门	498	1.2%	0	0	0	0	0	0	0	0	2500	N	-1	N	3502	null	N	null	N	tag	http://map.qq.com/?w=%E9%85%92%E5%BA%97&c=%E5%8E%A6%E9%97%A8
top	201703080000~201703082359	网吧	成都	498	23.9%	0	0	0	0	0	0	0	0	87	N	-1	N	5101	null	N	null	N	tag	http://map.qq.com/?w=%E7%BD%91%E5%90%A7&c=%E6%88%90%E9%83%BD
top	201703080000~201703082359	加油站	郑州	493	12.78%	0	0	0	0	0	0	0	0	15	N	-1	N	4101	null	N	null	N	tag	http://map.qq.com/?w=%E5%8A%A0%E6%B2%B9%E7%AB%99&c=%E9%83%91%E5%B7%9E
top	201703080000~201703082359	上海虹桥站	上海市	488	90.78%	0	0	0	0	0.0%	0	0	0	1137	Y	3	N	31	null	N	null	N	exact	http://map.qq.com/?w=%E4%B8%8A%E6%B5%B7%E8%99%B9%E6%A1%A5%E7%AB%99&c=%E4%B8%8A%E6%B5%B7%E5%B8%82
top	201703080000~201703082359	景点	苏州	486	3.7%	0	0	0	0	0	0	0	0	0	N	-1	N	3205	null	N	null	N	tag	http://map.qq.com/?w=%E6%99%AF%E7%82%B9&c=%E8%8B%8F%E5%B7%9E
top	201703080000~201703082359	美食	长沙	486	0.41%	0	0	0	0	0	0	0	0	728	N	-1	N	4301	null	N	null	N	tag	http://map.qq.com/?w=%E7%BE%8E%E9%A3%9F&c=%E9%95%BF%E6%B2%99
top	201703080000~201703082359	室内检索poi	杭州	482	0.0%	0	0	0	0	0	0	0	0	1401	N	-1	N	3301	null	N	null	N	exact	http://map.qq.com/?w=%E5%AE%A4%E5%86%85%E6%A3%80%E7%B4%A2poi&c=%E6%9D%AD%E5%B7%9E
top	201703080000~201703082359	洗浴足疗	上海市	479	6.47%	0	0	0	0	0	0	0	0	16	N	-1	N	31	null	N	null	N	tag	http://map.qq.com/?w=%E6%B4%97%E6%B5%B4%E8%B6%B3%E7%96%97&c=%E4%B8%8A%E6%B5%B7%E5%B8%82
top	201703080000~201703082359	atm	北京市	471	3.61%	0	0	0	0	0	0	0	0	41	N	-1	N	11	null	N	null	N	tag	http://map.qq.com/?w=atm&c=%E5%8C%97%E4%BA%AC%E5%B8%82
top	201703080000~201703082359	酒店	南京市	470	0.0%	0	0	0	0	0	0	0	0	37	N	-1	N	3201	null	N	null	N	tag	http://map.qq.com/?w=%E9%85%92%E5%BA%97&c=%E5%8D%97%E4%BA%AC%E5%B8%82
top	201703080000~201703082359	广州东站	广州	467	85.65%	0	0	0	0	0.0%	0	0	0	736	Y	2	N	4401	null	N	null	N	exact	http://map.qq.com/?w=%E5%B9%BF%E5%B7%9E%E4%B8%9C%E7%AB%99&c=%E5%B9%BF%E5%B7%9E
top	201703080000~201703082359	快捷酒店	深圳	466	2.79%	0	0	0	0	0	0	0	0	67	N	-1	N	4403	null	N	null	N	tag	http://map.qq.com/?w=%E5%BF%AB%E6%8D%B7%E9%85%92%E5%BA%97&c=%E6%B7%B1%E5%9C%B3
top	201703080000~201703082359	中餐	北京市	465	0.65%	0	0	0	0	0	0	0	0	22	N	-1	N	11	null	N	null	N	tag	http://map.qq.com/?w=%E4%B8%AD%E9%A4%90&c=%E5%8C%97%E4%BA%AC%E5%B8%82
top	201703080000~201703082359	酒店	昆明	465	1.08%	0	0	0	0	0	0	0	0	59	N	-1	N	5301	null	N	null	N	tag	http://map.qq.com/?w=%E9%85%92%E5%BA%97&c=%E6%98%86%E6%98%8E
top	201703080000~201703082359	酒店	佛山	464	1.08%	0	0	0	0	0	0	0	0	50	N	-1	N	4406	null	N	null	N	tag	http://map.qq.com/?w=%E9%85%92%E5%BA%97&c=%E4%BD%9B%E5%B1%B1
top	201703080000~201703082359	成都东站	成都	462	90.69%	0	0	0	0	0.0%	0	0	0	340	Y	1	N	5101	null	N	null	N	exact	http://map.qq.com/?w=%E6%88%90%E9%83%BD%E4%B8%9C%E7%AB%99&c=%E6%88%90%E9%83%BD
top	201703080000~201703082359	美食	南京市	452	0.44%	0	0	0	0	0	0	0	0	415	N	-1	N	3201	null	N	null	N	tag	http://map.qq.com/?w=%E7%BE%8E%E9%A3%9F&c=%E5%8D%97%E4%BA%AC%E5%B8%82
top	201703080000~201703082359	购物	北京市	447	2.24%	0	0	0	0	0	0	0	0	811	N	-1	N	11	null	N	null	N	tag	http://map.qq.com/?w=%E8%B4%AD%E7%89%A9&c=%E5%8C%97%E4%BA%AC%E5%B8%82
top	201703080000~201703082359	超市	广州	446	9.42%	0	0	0	0	0	0	0	0	485	N	-1	N	4401	null	N	null	N	tag	http://map.qq.com/?w=%E8%B6%85%E5%B8%82&c=%E5%B9%BF%E5%B7%9E
