选词方式	数据日期	关键词	城市	qv	sug占比	top1占比	top3占比	top5占比	top9占比	fold点击占比	qc点击占比	qr点击占比	citylist点击占比	结果数	是否折叠	折叠位置	是否城市跳转	结果城市	城市跳转类型	是否纠错	纠错类型	是否Geo	检索类型	map检索链接
top	201703080000~201703082359	武汉站	武汉	268	86.94%	0	0	0	0	0.0%	0	0	0	2238	Y	3	N	4201	null	N	null	N	exact	http://map.qq.com/?w=%E6%AD%A6%E6%B1%89%E7%AB%99&c=%E6%AD%A6%E6%B1%89
top	201703080000~201703082359	工商银行	深圳	267	61.42%	0	0	0	0	0	0	0	0	556	N	-1	N	4403	null	N	null	N	chain	http://map.qq.com/?w=%E5%B7%A5%E5%95%86%E9%93%B6%E8%A1%8C&c=%E6%B7%B1%E5%9C%B3
top	201703080000~201703082359	医院	深圳	265	10.19%	0	0	0	0	0	0	0	0	22	N	-1	N	4403	null	N	null	N	tag	http://map.qq.com/?w=%E5%8C%BB%E9%99%A2&c=%E6%B7%B1%E5%9C%B3
top	201703080000~201703082359	苏州站	苏州	265	92.08%	0	0	0	0	0.0%	0	0	0	2220	Y	2	N	3205	null	N	null	N	exact	http://map.qq.com/?w=%E8%8B%8F%E5%B7%9E%E7%AB%99&c=%E8%8B%8F%E5%B7%9E
top	201703080000~201703082359	首都国际机场t3航站楼	北京市	265	83.4%	0	0	0	0	0.0%	0	0	0	1447	Y	6	N	11	null	N	null	N	exact	http://map.qq.com/?w=%E9%A6%96%E9%83%BD%E5%9B%BD%E9%99%85%E6%9C%BA%E5%9C%BAt3%E8%88%AA%E7%AB%99%E6%A5%BC&c=%E5%8C%97%E4%BA%AC%E5%B8%82
top	201703080000~201703082359	公交站	重庆市	263	2.66%	0	0	0	0	0	0	0	0	14	N	-1	N	50	null	N	null	N	tag	http://map.qq.com/?w=%E5%85%AC%E4%BA%A4%E7%AB%99&c=%E9%87%8D%E5%BA%86%E5%B8%82
top	201703080000~201703082359	河北ktv	保定	262	0.0%	0	0	0	0	0	0	0	0	650	N	-1	N	1306	null	N	null	N	exact	http://map.qq.com/?w=%E6%B2%B3%E5%8C%97ktv&c=%E4%BF%9D%E5%AE%9A
top	201703080000~201703082359	加油站	昆明	261	12.64%	0	0	0	0	0	0	0	0	42	N	-1	N	5301	null	N	null	N	tag	http://map.qq.com/?w=%E5%8A%A0%E6%B2%B9%E7%AB%99&c=%E6%98%86%E6%98%8E
top	201703080000~201703082359	室内检索poi	天津	261	0.0%	0	0	0	0	0	0	0	0	133	N	-1	N	12	null	N	null	N	exact	http://map.qq.com/?w=%E5%AE%A4%E5%86%85%E6%A3%80%E7%B4%A2poi&c=%E5%A4%A9%E6%B4%A5
top	201703080000~201703082359	工商银行	上海市	261	63.6%	0	0	0	0	0	0	0	0	1476	N	-1	N	31	null	N	null	N	chain	http://map.qq.com/?w=%E5%B7%A5%E5%95%86%E9%93%B6%E8%A1%8C&c=%E4%B8%8A%E6%B5%B7%E5%B8%82
top	201703080000~201703082359	首都国际机场t2航站楼	北京市	260	82.31%	0	0	0	0	0.0%	0	0	0	483	Y	6	N	11	null	N	null	N	exact	http://map.qq.com/?w=%E9%A6%96%E9%83%BD%E5%9B%BD%E9%99%85%E6%9C%BA%E5%9C%BAt2%E8%88%AA%E7%AB%99%E6%A5%BC&c=%E5%8C%97%E4%BA%AC%E5%B8%82
top	201703080000~201703082359	建设银行	广州	259	60.23%	0	0	0	0	0	0	0	0	1082	N	-1	N	4401	null	N	null	N	chain	http://map.qq.com/?w=%E5%BB%BA%E8%AE%BE%E9%93%B6%E8%A1%8C&c=%E5%B9%BF%E5%B7%9E
top	201703080000~201703082359	外滩	上海市	258	79.07%	0	0	0	0	0.0%	0	0	0	1440	Y	1	N	31	null	N	null	N	exact	http://map.qq.com/?w=%E5%A4%96%E6%BB%A9&c=%E4%B8%8A%E6%B5%B7%E5%B8%82
top	201703080000~201703082359	长沙黄花国际机场	长沙	258	91.47%	0	0	0	0	0.0%	0	0	0	444	N	-1	N	4301	null	N	null	N	exact	http://map.qq.com/?w=%E9%95%BF%E6%B2%99%E9%BB%84%E8%8A%B1%E5%9B%BD%E9%99%85%E6%9C%BA%E5%9C%BA&c=%E9%95%BF%E6%B2%99
top	201703080000~201703082359	长安汽车站	东莞	257	96.11%	0	0	0	0	0.0%	0	0	0	266	Y	7	N	4419	null	N	null	N	exact	http://map.qq.com/?w=%E9%95%BF%E5%AE%89%E6%B1%BD%E8%BD%A6%E7%AB%99&c=%E4%B8%9C%E8%8E%9E
top	201703080000~201703082359	济南站	济南	257	91.83%	0	0	0	0	0.0%	0	0	0	2192	Y	2	N	3701	null	N	null	N	exact	http://map.qq.com/?w=%E6%B5%8E%E5%8D%97%E7%AB%99&c=%E6%B5%8E%E5%8D%97
top	201703080000~201703082359	洗浴足疗	佛山	256	6.25%	0	0	0	0	0	0	0	0	2506	N	-1	N	4406	null	N	null	N	tag	http://map.qq.com/?w=%E6%B4%97%E6%B5%B4%E8%B6%B3%E7%96%97&c=%E4%BD%9B%E5%B1%B1
top	201703080000~201703082359	佛山汽车站	佛山	256	93.75%	0	0	0	0	0.0%	0	0	0	2189	Y	1	N	4406	null	N	null	N	exact	http://map.qq.com/?w=%E4%BD%9B%E5%B1%B1%E6%B1%BD%E8%BD%A6%E7%AB%99&c=%E4%BD%9B%E5%B1%B1
top	201703080000~201703082359	上海虹桥国际机场	上海市	256	92.58%	0	0	0	0	0.0%	0	0	0	14	N	-1	N	31	null	N	null	N	exact	http://map.qq.com/?w=%E4%B8%8A%E6%B5%B7%E8%99%B9%E6%A1%A5%E5%9B%BD%E9%99%85%E6%9C%BA%E5%9C%BA&c=%E4%B8%8A%E6%B5%B7%E5%B8%82
top	201703080000~201703082359	公交站	武汉	256	6.64%	0	0	0	0	0	0	0	0	22	N	-1	N	4201	null	N	null	N	tag	http://map.qq.com/?w=%E5%85%AC%E4%BA%A4%E7%AB%99&c=%E6%AD%A6%E6%B1%89
top	201703080000~201703082359	西安咸阳国际机场	咸阳	253	93.68%	0	0	0	0	0.0%	0	0	0	948	Y	1	N	6104	null	N	null	N	exact	http://map.qq.com/?w=%E8%A5%BF%E5%AE%89%E5%92%B8%E9%98%B3%E5%9B%BD%E9%99%85%E6%9C%BA%E5%9C%BA&c=%E5%92%B8%E9%98%B3
top	201703080000~201703082359	南昌西站	南昌	252	88.89%	0	0	0	0	0.0%	0	0	0	229	Y	3	N	3601	null	N	null	N	exact	http://map.qq.com/?w=%E5%8D%97%E6%98%8C%E8%A5%BF%E7%AB%99&c=%E5%8D%97%E6%98%8C
top	201703080000~201703082359	沙井中心客运站	深圳	251	97.21%	0	0	0	0	0	0	0	0	113	N	-1	N	4403	null	N	null	N	exact	http://map.qq.com/?w=%E6%B2%99%E4%BA%95%E4%B8%AD%E5%BF%83%E5%AE%A2%E8%BF%90%E7%AB%99&c=%E6%B7%B1%E5%9C%B3
top	201703080000~201703082359	美食	宁波	251	0.0%	0	0	0	0	0	0	0	0	486	N	-1	N	3302	null	N	null	N	tag	http://map.qq.com/?w=%E7%BE%8E%E9%A3%9F&c=%E5%AE%81%E6%B3%A2
top	201703080000~201703082359	春熙路	成都	251	77.69%	0	0	0	0	0.0%	0	0	0	569	Y	7	N	5101	null	N	null	N	exact	http://map.qq.com/?w=%E6%98%A5%E7%86%99%E8%B7%AF&c=%E6%88%90%E9%83%BD
top	201703080000~201703082359	酒店	沈阳	250	0.4%	0	0	0	0	0	0	0	0	43	N	-1	N	2101	null	N	null	N	tag	http://map.qq.com/?w=%E9%85%92%E5%BA%97&c=%E6%B2%88%E9%98%B3
top	201703080000~201703082359	武昌火车站	武汉	250	81.2%	0	0	0	0	0.0%	0	0	0	0	N	-1	N	4201	null	N	null	N	exact	http://map.qq.com/?w=%E6%AD%A6%E6%98%8C%E7%81%AB%E8%BD%A6%E7%AB%99&c=%E6%AD%A6%E6%B1%89
top	201703080000~201703082359	景点	东莞	247	0.4%	0	0	0	0	0.0%	0	0	0	1	N	-1	N	4419	null	N	null	N	tag	http://map.qq.com/?w=%E6%99%AF%E7%82%B9&c=%E4%B8%9C%E8%8E%9E
top	201703080000~201703082359	酒店	宁波	246	0.41%	0	0	0	0	0	0	0	0	2500	N	-1	N	3302	null	N	null	N	tag	http://map.qq.com/?w=%E9%85%92%E5%BA%97&c=%E5%AE%81%E6%B3%A2
top	201703080000~201703082359	汉口火车站	武汉	246	84.55%	0	0	0	0	0.0%	0	0	0	1365	Y	4	N	4201	null	N	null	N	exact	http://map.qq.com/?w=%E6%B1%89%E5%8F%A3%E7%81%AB%E8%BD%A6%E7%AB%99&c=%E6%AD%A6%E6%B1%89
top	201703080000~201703082359	网吧	长沙	246	16.67%	0	0	0	0	0	0	0	0	91	N	-1	N	4301	null	N	null	N	tag	http://map.qq.com/?w=%E7%BD%91%E5%90%A7&c=%E9%95%BF%E6%B2%99
top	201703080000~201703082359	电影院	北京市	246	15.45%	0	0	0	0	0	0	0	0	49	N	-1	N	11	null	N	null	N	tag	http://map.qq.com/?w=%E7%94%B5%E5%BD%B1%E9%99%A2&c=%E5%8C%97%E4%BA%AC%E5%B8%82
top	201703080000~201703082359	银行	郑州	244	11.48%	0	0	0	0	0	0	0	0	86	N	-1	N	4101	null	N	null	N	tag	http://map.qq.com/?w=%E9%93%B6%E8%A1%8C&c=%E9%83%91%E5%B7%9E
top	201703080000~201703082359	快餐	广州	244	0.82%	0	0	0	0	0	0	0	0	84	N	-1	N	4401	null	N	null	N	tag	http://map.qq.com/?w=%E5%BF%AB%E9%A4%90&c=%E5%B9%BF%E5%B7%9E
top	201703080000~201703082359	深圳会展中心	深圳	244	81.15%	0	0	0	0	0.0%	0	0	0	914	Y	4	N	4403	null	N	null	N	exact	http://map.qq.com/?w=%E6%B7%B1%E5%9C%B3%E4%BC%9A%E5%B1%95%E4%B8%AD%E5%BF%83&c=%E6%B7%B1%E5%9C%B3
top	201703080000~201703082359	地铁站	南京市	243	26.75%	0	0	0	0	0	0	0	0	19	N	-1	N	3201	null	N	null	N	tag	http://map.qq.com/?w=%E5%9C%B0%E9%93%81%E7%AB%99&c=%E5%8D%97%E4%BA%AC%E5%B8%82
top	201703080000~201703082359	超市	苏州	243	11.93%	0	0	0	0	0	0	0	0	73	N	-1	N	3205	null	N	null	N	tag	http://map.qq.com/?w=%E8%B6%85%E5%B8%82&c=%E8%8B%8F%E5%B7%9E
top	201703080000~201703082359	美食	呼和浩特	242	0.0%	0	0	0	0	0	0	0	0	292	N	-1	N	1501	null	N	null	N	tag	http://map.qq.com/?w=%E7%BE%8E%E9%A3%9F&c=%E5%91%BC%E5%92%8C%E6%B5%A9%E7%89%B9
top	201703080000~201703082359	深圳站	深圳	242	89.26%	0	0	0	0	0.0%	0	0	0	149	Y	1	N	4403	null	N	null	N	exact	http://map.qq.com/?w=%E6%B7%B1%E5%9C%B3%E7%AB%99&c=%E6%B7%B1%E5%9C%B3
top	201703080000~201703082359	景点	合肥	242	3.31%	0	0	0	0	0	0	0	0	962	N	-1	N	3401	null	N	null	N	tag	http://map.qq.com/?w=%E6%99%AF%E7%82%B9&c=%E5%90%88%E8%82%A5
top	201703080000~201703082359	酒店	合肥	242	1.24%	0	0	0	0	0	0	0	0	62	N	-1	N	3401	null	N	null	N	tag	http://map.qq.com/?w=%E9%85%92%E5%BA%97&c=%E5%90%88%E8%82%A5
top	201703080000~201703082359	上海火车站	上海市	241	73.44%	0	0	0	0	0	0	0	0	1104	N	-1	N	31	null	N	null	N	exact	http://map.qq.com/?w=%E4%B8%8A%E6%B5%B7%E7%81%AB%E8%BD%A6%E7%AB%99&c=%E4%B8%8A%E6%B5%B7%E5%B8%82
top	201703080000~201703082359	药店	上海市	241	28.22%	0	0	0	0	0	0	0	0	93	N	-1	N	31	null	N	null	N	tag	http://map.qq.com/?w=%E8%8D%AF%E5%BA%97&c=%E4%B8%8A%E6%B5%B7%E5%B8%82
top	201703080000~201703082359	酒店	温州	241	1.24%	0	0	0	0	0	0	0	0	10	N	-1	N	3303	null	N	null	N	tag	http://map.qq.com/?w=%E9%85%92%E5%BA%97&c=%E6%B8%A9%E5%B7%9E
top	201703080000~201703082359	洗浴足疗	重庆市	241	10.79%	0	0	0	0	0	0	0	0	17	N	-1	N	50	null	N	null	N	tag	http://map.qq.com/?w=%E6%B4%97%E6%B5%B4%E8%B6%B3%E7%96%97&c=%E9%87%8D%E5%BA%86%E5%B8%82
top	201703080000~201703082359	佛山市大沥汽车客运站	佛山	241	95.44%	0	0	0	0	0.0%	0	0	0	306	Y	4	N	4406	null	N	null	N	exact	http://map.qq.com/?w=%E4%BD%9B%E5%B1%B1%E5%B8%82%E5%A4%A7%E6%B2%A5%E6%B1%BD%E8%BD%A6%E5%AE%A2%E8%BF%90%E7%AB%99&c=%E4%BD%9B%E5%B1%B1
top	201703080000~201703082359	上海站	上海市	239	86.61%	0	0	0	0	0.0%	0	0	0	2230	Y	2	N	31	null	N	null	N	exact	http://map.qq.com/?w=%E4%B8%8A%E6%B5%B7%E7%AB%99&c=%E4%B8%8A%E6%B5%B7%E5%B8%82
top	201703080000~201703082359	中国银行	北京市	238	48.32%	0	0	0	0	0	0	0	0	1216	N	-1	N	11	null	N	null	N	chain	http://map.qq.com/?w=%E4%B8%AD%E5%9B%BD%E9%93%B6%E8%A1%8C&c=%E5%8C%97%E4%BA%AC%E5%B8%82
top	201703080000~201703082359	惠州汽车总站	惠州	238	94.54%	0	0	0	0	0.0%	0	0	0	936	Y	3	N	4413	null	N	null	N	exact	http://map.qq.com/?w=%E6%83%A0%E5%B7%9E%E6%B1%BD%E8%BD%A6%E6%80%BB%E7%AB%99&c=%E6%83%A0%E5%B7%9E
top	201703080000~201703082359	公厕	广州	237	18.57%	0	0	0	0	0	0	0	0	30	N	-1	N	4401	null	N	null	N	tag	http://map.qq.com/?w=%E5%85%AC%E5%8E%95&c=%E5%B9%BF%E5%B7%9E
top	201703080000~201703082359	火锅	成都	236	2.12%	0	0	0	0	0	0	0	0	87	N	-1	N	5101	null	N	null	N	tag	http://map.qq.com/?w=%E7%81%AB%E9%94%85&c=%E6%88%90%E9%83%BD
top	201703080000~201703082359	旅馆	武汉	235	0.43%	0	0	0	0	0	0	0	0	17	N	-1	N	4201	null	N	null	N	tag	http://map.qq.com/?w=%E6%97%85%E9%A6%86&c=%E6%AD%A6%E6%B1%89
top	201703080000~201703082359	沈阳北站	沈阳	235	88.94%	0	0	0	0	0.0%	0	0	0	1411	N	-1	N	2101	null	N	null	N	exact	http://map.qq.com/?w=%E6%B2%88%E9%98%B3%E5%8C%97%E7%AB%99&c=%E6%B2%88%E9%98%B3
top	201703080000~201703082359	购物	深圳	234	2.56%	0	0	0	0	0	0	0	0	1500	N	-1	N	4403	null	N	null	N	tag	http://map.qq.com/?w=%E8%B4%AD%E7%89%A9&c=%E6%B7%B1%E5%9C%B3
top	201703080000~201703082359	八达岭长城	北京市	234	88.03%	0	0	0	0	0.0%	0	0	0	415	Y	1	N	11	null	N	null	N	exact	http://map.qq.com/?w=%E5%85%AB%E8%BE%BE%E5%B2%AD%E9%95%BF%E5%9F%8E&c=%E5%8C%97%E4%BA%AC%E5%B8%82
top	201703080000~201703082359	银行	武汉	234	2.14%	0	0	0	0	0	0	0	0	156	N	-1	N	4201	null	N	null	N	tag	http://map.qq.com/?w=%E9%93%B6%E8%A1%8C&c=%E6%AD%A6%E6%B1%89
top	201703080000~201703082359	温州南站	温州	234	90.17%	0	0	0	0	0.0%	0	0	0	1201	Y	2	N	3303	null	N	null	N	exact	http://map.qq.com/?w=%E6%B8%A9%E5%B7%9E%E5%8D%97%E7%AB%99&c=%E6%B8%A9%E5%B7%9E
top	201703080000~201703082359	酒店	南昌	232	0.43%	0	0	0	0	0	0	0	0	21	N	-1	N	3601	null	N	null	N	tag	http://map.qq.com/?w=%E9%85%92%E5%BA%97&c=%E5%8D%97%E6%98%8C
top	201703080000~201703082359	便利店	深圳	232	1.72%	0	0	0	0	0	0	0	0	60	N	-1	N	4403	null	N	null	N	tag	http://map.qq.com/?w=%E4%BE%BF%E5%88%A9%E5%BA%97&c=%E6%B7%B1%E5%9C%B3
top	201703080000~201703082359	郑州新郑国际机场	郑州	231	93.94%	0	0	0	0	0.0%	0	0	0	802	Y	8	N	4101	null	N	null	N	exact	http://map.qq.com/?w=%E9%83%91%E5%B7%9E%E6%96%B0%E9%83%91%E5%9B%BD%E9%99%85%E6%9C%BA%E5%9C%BA&c=%E9%83%91%E5%B7%9E
top	201703080000~201703082359	酒店	泉州	230	0.43%	0	0	0	0	0	0	0	0	30	N	-1	N	3505	null	N	null	N	tag	http://map.qq.com/?w=%E9%85%92%E5%BA%97&c=%E6%B3%89%E5%B7%9E
top	201703080000~201703082359	加油站	厦门	229	16.16%	0	0	0	0	0	0	0	0	11	N	-1	N	3502	null	N	null	N	tag	http://map.qq.com/?w=%E5%8A%A0%E6%B2%B9%E7%AB%99&c=%E5%8E%A6%E9%97%A8
top	201703080000~201703082359	洗浴足疗	天津	228	3.07%	0	0	0	0	0	0	0	0	2503	N	-1	N	12	null	N	null	N	tag	http://map.qq.com/?w=%E6%B4%97%E6%B5%B4%E8%B6%B3%E7%96%97&c=%E5%A4%A9%E6%B4%A5
top	201703080000~201703082359	武汉天河国际机场	武汉	228	84.65%	0	0	0	0	0.0%	0	0	0	410	Y	5	N	4201	null	N	null	N	exact	http://map.qq.com/?w=%E6%AD%A6%E6%B1%89%E5%A4%A9%E6%B2%B3%E5%9B%BD%E9%99%85%E6%9C%BA%E5%9C%BA&c=%E6%AD%A6%E6%B1%89
top	201703080000~201703082359	网吧	合肥	227	7.93%	0	0	0	0	0	0	0	0	16	N	-1	N	3401	null	N	null	N	tag	http://map.qq.com/?w=%E7%BD%91%E5%90%A7&c=%E5%90%88%E8%82%A5
top	201703080000~201703082359	地铁站	郑州	226	42.92%	0	0	0	0	0	0	0	0	14	N	-1	N	4101	null	N	null	N	tag	http://map.qq.com/?w=%E5%9C%B0%E9%93%81%E7%AB%99&c=%E9%83%91%E5%B7%9E
top	201703080000~201703082359	加油站	福州	226	16.37%	0	0	0	0	0	0	0	0	1501	N	-1	N	3501	null	N	null	N	tag	http://map.qq.com/?w=%E5%8A%A0%E6%B2%B9%E7%AB%99&c=%E7%A6%8F%E5%B7%9E
top	201703080000~201703082359	购物	广州	226	2.65%	0	0	0	0	0	0	0	0	1324	N	-1	N	4401	null	N	null	N	tag	http://map.qq.com/?w=%E8%B4%AD%E7%89%A9&c=%E5%B9%BF%E5%B7%9E
top	201703080000~201703082359	atm	武汉	226	1.33%	0	0	0	0	0	0	0	0	62	N	-1	N	4201	null	N	null	N	tag	http://map.qq.com/?w=atm&c=%E6%AD%A6%E6%B1%89
top	201703080000~201703082359	顺德汽车客运总站	佛山	226	96.02%	0	0	0	0	0.0%	0	0	0	255	Y	3	N	4406	null	N	null	N	exact	http://map.qq.com/?w=%E9%A1%BA%E5%BE%B7%E6%B1%BD%E8%BD%A6%E5%AE%A2%E8%BF%90%E6%80%BB%E7%AB%99&c=%E4%BD%9B%E5%B1%B1
top	201703080000~201703082359	网吧	杭州	225	20.89%	0	0	0	0	0	0	0	0	17	N	-1	N	3301	null	N	null	N	tag	http://map.qq.com/?w=%E7%BD%91%E5%90%A7&c=%E6%9D%AD%E5%B7%9E
top	201703080000~201703082359	公交站	杭州	225	4.89%	0	0	0	0	0	0	0	0	23	N	-1	N	3301	null	N	null	N	tag	http://map.qq.com/?w=%E5%85%AC%E4%BA%A4%E7%AB%99&c=%E6%9D%AD%E5%B7%9E
top	201703080000~201703082359	中国银行	深圳	225	54.67%	0	0	0	0	0	0	0	0	829	N	-1	N	4403	null	N	null	N	chain	http://map.qq.com/?w=%E4%B8%AD%E5%9B%BD%E9%93%B6%E8%A1%8C&c=%E6%B7%B1%E5%9C%B3
top	201703080000~201703082359	银行	西安	225	5.33%	0	0	0	0	0	0	0	0	12	N	-1	N	6101	null	N	null	N	tag	http://map.qq.com/?w=%E9%93%B6%E8%A1%8C&c=%E8%A5%BF%E5%AE%89
top	201703080000~201703082359	大朗汽车客运总站	东莞	224	96.43%	0	0	0	0	0.0%	0	0	0	75	Y	3	N	4419	null	N	null	N	exact	http://map.qq.com/?w=%E5%A4%A7%E6%9C%97%E6%B1%BD%E8%BD%A6%E5%AE%A2%E8%BF%90%E6%80%BB%E7%AB%99&c=%E4%B8%9C%E8%8E%9E
top	201703080000~201703082359	农业银行	深圳	222	68.92%	0	0	0	0	0	0	0	0	571	N	-1	N	4403	null	N	null	N	chain	http://map.qq.com/?w=%E5%86%9C%E4%B8%9A%E9%93%B6%E8%A1%8C&c=%E6%B7%B1%E5%9C%B3
top	201703080000~201703082359	景点	石家庄市	221	0.0%	0	0	0	0	0	0	0	0	1495	N	-1	N	1301	null	N	null	N	tag	http://map.qq.com/?w=%E6%99%AF%E7%82%B9&c=%E7%9F%B3%E5%AE%B6%E5%BA%84%E5%B8%82
top	201703080000~201703082359	药店	成都	221	9.05%	0	0	0	0	0	0	0	0	332	N	-1	N	5101	null	N	null	N	tag	http://map.qq.com/?w=%E8%8D%AF%E5%BA%97&c=%E6%88%90%E9%83%BD
top	201703080000~201703082359	农业银行	北京市	221	43.44%	0	0	0	0	0	0	0	0	1399	N	-1	N	11	null	N	null	N	chain	http://map.qq.com/?w=%E5%86%9C%E4%B8%9A%E9%93%B6%E8%A1%8C&c=%E5%8C%97%E4%BA%AC%E5%B8%82
top	201703080000~201703082359	沈阳站	沈阳	220	77.27%	0	0	0	0	0.0%	0	0	0	492	Y	6	N	2101	null	N	null	N	exact	http://map.qq.com/?w=%E6%B2%88%E9%98%B3%E7%AB%99&c=%E6%B2%88%E9%98%B3
top	201703080000~201703082359	室内检索poi	郑州	220	0.0%	0	0	0	0	0.0%	0	0	0	116	N	-1	N	4101	null	N	null	N	exact	http://map.qq.com/?w=%E5%AE%A4%E5%86%85%E6%A3%80%E7%B4%A2poi&c=%E9%83%91%E5%B7%9E
top	201703080000~201703082359	中餐	成都	220	2.27%	0	0	0	0	0	0	0	0	228	N	-1	N	5101	null	N	null	N	tag	http://map.qq.com/?w=%E4%B8%AD%E9%A4%90&c=%E6%88%90%E9%83%BD
top	201703080000~201703082359	中山汽车总站	中山	219	94.98%	0	0	0	0	0.0%	0	0	0	349	Y	7	N	4420	null	N	null	N	exact	http://map.qq.com/?w=%E4%B8%AD%E5%B1%B1%E6%B1%BD%E8%BD%A6%E6%80%BB%E7%AB%99&c=%E4%B8%AD%E5%B1%B1
top	201703080000~201703082359	快捷酒店	杭州	219	1.83%	0	0	0	0	0	0	0	0	15	N	-1	N	3301	null	N	null	N	tag	http://map.qq.com/?w=%E5%BF%AB%E6%8D%B7%E9%85%92%E5%BA%97&c=%E6%9D%AD%E5%B7%9E
top	201703080000~201703082359	江门汽车总站	江门	218	96.33%	0	0	0	0	0.0%	0	0	0	944	Y	2	N	4407	null	N	null	N	exact	http://map.qq.com/?w=%E6%B1%9F%E9%97%A8%E6%B1%BD%E8%BD%A6%E6%80%BB%E7%AB%99&c=%E6%B1%9F%E9%97%A8
top	201703080000~201703082359	西安北站	西安	218	87.61%	0	0	0	0	0.0%	0	0	0	1638	Y	6	N	6101	null	N	null	N	exact	http://map.qq.com/?w=%E8%A5%BF%E5%AE%89%E5%8C%97%E7%AB%99&c=%E8%A5%BF%E5%AE%89
top	201703080000~201703082359	停车场	广州	217	7.83%	0	0	0	0	0	0	0	0	73	N	-1	N	4401	null	N	null	N	tag	http://map.qq.com/?w=%E5%81%9C%E8%BD%A6%E5%9C%BA&c=%E5%B9%BF%E5%B7%9E
top	201703080000~201703082359	徐州东站	徐州	217	92.17%	0	0	0	0	0	0	0	0	55	N	-1	N	3203	null	N	null	N	exact	http://map.qq.com/?w=%E5%BE%90%E5%B7%9E%E4%B8%9C%E7%AB%99&c=%E5%BE%90%E5%B7%9E
top	201703080000~201703082359	凤凰古城	湘西	217	95.85%	0	0	0	0	0.0%	0	0	0	1373	Y	1	N	4331	null	N	null	N	exact	http://map.qq.com/?w=%E5%87%A4%E5%87%B0%E5%8F%A4%E5%9F%8E&c=%E6%B9%98%E8%A5%BF
top	201703080000~201703082359	金阳客车站	贵阳	216	92.59%	0	0	0	0	0.0%	0	0	0	192	Y	2	N	5201	null	N	null	N	exact	http://map.qq.com/?w=%E9%87%91%E9%98%B3%E5%AE%A2%E8%BD%A6%E7%AB%99&c=%E8%B4%B5%E9%98%B3
top	201703080000~201703082359	景点	惠州	216	0.46%	0	0	0	0	0.0%	0	0	0	0	N	-1	N	4413	null	N	null	N	tag	http://map.qq.com/?w=%E6%99%AF%E7%82%B9&c=%E6%83%A0%E5%B7%9E
top	201703080000~201703082359	酒店	福州	216	0.0%	0	0	0	0	0	0	0	0	38	N	-1	N	3501	null	N	null	N	tag	http://map.qq.com/?w=%E9%85%92%E5%BA%97&c=%E7%A6%8F%E5%B7%9E
top	201703080000~201703082359	花店	北京市	215	38.6%	0	0	0	0	0	0	0	0	179	N	-1	N	11	null	N	null	N	tag	http://map.qq.com/?w=%E8%8A%B1%E5%BA%97&c=%E5%8C%97%E4%BA%AC%E5%B8%82
top	201703080000~201703082359	广州塔	广州	215	66.05%	0	0	0	0	0.0%	0	0	0	268	Y	4	N	4401	null	N	null	N	exact	http://map.qq.com/?w=%E5%B9%BF%E5%B7%9E%E5%A1%94&c=%E5%B9%BF%E5%B7%9E
top	201703080000~201703082359	大岭山广场	东莞	213	91.08%	0	0	0	0	0.0%	0	0	0	585	Y	5	N	4419	null	N	null	N	exact	http://map.qq.com/?w=%E5%A4%A7%E5%B2%AD%E5%B1%B1%E5%B9%BF%E5%9C%BA&c=%E4%B8%9C%E8%8E%9E
top	201703080000~201703082359	上海新国际博览中心	上海市	212	83.96%	0	0	0	0	0.0%	0	0	0	1093	Y	2	N	31	null	N	null	N	exact	http://map.qq.com/?w=%E4%B8%8A%E6%B5%B7%E6%96%B0%E5%9B%BD%E9%99%85%E5%8D%9A%E8%A7%88%E4%B8%AD%E5%BF%83&c=%E4%B8%8A%E6%B5%B7%E5%B8%82
top	201703080000~201703082359	酒店	大理	212	0.47%	0	0	0	0	0	0	0	0	84	N	-1	N	5329	null	N	null	N	tag	http://map.qq.com/?w=%E9%85%92%E5%BA%97&c=%E5%A4%A7%E7%90%86
top	201703080000~201703082359	北京首都国际机场	北京市	212	89.62%	0	0	0	0	0.0%	0	0	0	1375	Y	7	N	11	null	N	null	N	exact	http://map.qq.com/?w=%E5%8C%97%E4%BA%AC%E9%A6%96%E9%83%BD%E5%9B%BD%E9%99%85%E6%9C%BA%E5%9C%BA&c=%E5%8C%97%E4%BA%AC%E5%B8%82
top	201703080000~201703082359	网吧	天津	212	25.0%	0	0	0	0	0	0	0	0	20	N	-1	N	12	null	N	null	N	tag	http://map.qq.com/?w=%E7%BD%91%E5%90%A7&c=%E5%A4%A9%E6%B4%A5
top	201703080000~201703082359	公交站	郑州	211	3.79%	0	0	0	0	0	0	0	0	48	N	-1	N	4101	null	N	null	N	tag	http://map.qq.com/?w=%E5%85%AC%E4%BA%A4%E7%AB%99&c=%E9%83%91%E5%B7%9E
top	201703080000~201703082359	地铁站	西安	211	34.6%	0	0	0	0	0	0	0	0	10	N	-1	N	6101	null	N	null	N	tag	http://map.qq.com/?w=%E5%9C%B0%E9%93%81%E7%AB%99&c=%E8%A5%BF%E5%AE%89
